engagement_id,campaign_id,hcp_id,rep_id,territory_id,engagement_date,channel,engagement_type,opened,clicked,attended,response_score
ENG000271,CAMP0009,HCP0201,REP009,T009,2026-03-03,Field Event,Registered,True,False,False,82
ENG000272,CAMP0009,HCP0405,REP009,T009,2026-03-12,Field Event,Opened Content,True,True,False,51
ENG000273,CAMP0009,HCP0489,REP033,T009,2026-02-26,Email,Clicked Link,True,False,False,10
ENG000274,CAMP0009,HCP0405,REP009,T009,2026-02-28,Email,Downloaded,True,False,True,3
ENG000275,CAMP0010,HCP0226,REP034,T010,2026-01-13,Email,Attended,False,False,False,31
ENG000276,CAMP0010,HCP0262,REP010,T010,2025-12-19,Digital Ad,Registered,True,False,False,12
ENG000277,CAMP0010,HCP0346,REP034,T010,2025-12-20,Digital Ad,Attended,False,False,False,68
ENG000278,CAMP0010,HCP0130,REP022,T010,2025-12-21,Email,Clicked Link,True,True,False,93
ENG000279,CAMP0010,HCP0118,REP034,T010,2025-12-20,Digital Ad,Attended,True,False,False,70
ENG000280,CAMP0010,HCP0226,REP010,T010,2026-01-11,Digital Ad,Downloaded,True,True,False,52
ENG000281,CAMP0010,HCP0082,REP022,T010,2026-01-08,Email,Attended,False,False,False,49
ENG000282,CAMP0010,HCP0490,REP022,T010,2025-12-22,Email,Attended,True,True,False,82
ENG000283,CAMP0010,HCP0094,REP034,T010,2026-01-02,Field Event,Clicked Link,False,False,False,88
ENG000284,CAMP0010,HCP0346,REP010,T010,2025-12-31,Webinar,Registered,True,False,True,15
ENG000285,CAMP0010,HCP0454,REP010,T010,2026-01-15,Field Event,Registered,False,False,False,56
ENG000286,CAMP0010,HCP0406,REP022,T010,2025-12-18,Field Event,Attended,False,False,True,10
ENG000287,CAMP0010,HCP0334,REP022,T010,2025-12-14,Email,Clicked Link,True,False,False,2
ENG000288,CAMP0010,HCP0490,REP034,T010,2025-12-29,Email,Registered,False,False,False,26
ENG000289,CAMP0010,HCP0322,REP010,T010,2026-01-02,Email,Attended,True,False,False,96
ENG000290,CAMP0010,HCP0334,REP022,T010,2025-12-09,Field Event,Attended,False,False,True,36
ENG000291,CAMP0010,HCP0286,REP034,T010,2025-12-20,Field Event,Opened Content,False,False,False,75
ENG000292,CAMP0010,HCP0178,REP010,T010,2026-01-14,Email,Attended,True,True,False,2
ENG000293,CAMP0010,HCP0418,REP022,T010,2025-12-11,Digital Ad,Attended,True,False,False,25
ENG000294,CAMP0010,HCP0394,REP034,T010,2025-12-20,Webinar,Registered,True,False,False,36
ENG000295,CAMP0011,HCP0011,REP035,T011,2025-03-22,Digital Ad,Opened Content,True,False,False,76
ENG000296,CAMP0011,HCP0251,REP011,T011,2025-05-11,Email,Registered,True,False,False,97
ENG000297,CAMP0011,HCP0239,REP035,T011,2025-05-23,Field Event,Opened Content,True,False,False,94
ENG000298,CAMP0011,HCP0167,REP035,T011,2025-05-16,Digital Ad,Registered,True,True,False,85
ENG000299,CAMP0011,HCP0143,REP023,T011,2025-06-19,Email,Attended,True,True,False,15
ENG000300,CAMP0011,HCP0311,REP035,T011,2025-04-13,Email,Opened Content,True,False,False,83
ENG000301,CAMP0011,HCP0431,REP035,T011,2025-04-12,Email,Opened Content,True,False,False,68
ENG000302,CAMP0011,HCP0047,REP035,T011,2025-03-26,Field Event,Downloaded,True,True,False,6
ENG000303,CAMP0011,HCP0047,REP023,T011,2025-06-17,Webinar,Clicked Link,False,False,False,4
ENG000304,CAMP0011,HCP0035,REP023,T011,2025-05-18,Digital Ad,Downloaded,True,False,False,33
ENG000305,CAMP0011,HCP0023,REP011,T011,2025-03-22,Email,Registered,False,False,False,30
ENG000306,CAMP0011,HCP0047,REP011,T011,2025-04-13,Email,Downloaded,True,False,True,48
ENG000307,CAMP0011,HCP0455,REP011,T011,2025-04-20,Digital Ad,Opened Content,True,True,True,74
ENG000308,CAMP0011,HCP0023,REP011,T011,2025-04-14,Field Event,Clicked Link,True,False,True,41
ENG000309,CAMP0011,HCP0263,REP011,T011,2025-05-11,Webinar,Registered,False,False,True,78
ENG000310,CAMP0011,HCP0455,REP023,T011,2025-04-18,Field Event,Clicked Link,True,False,False,96
ENG000311,CAMP0011,HCP0407,REP011,T011,2025-03-23,Webinar,Downloaded,True,False,True,53
ENG000312,CAMP0011,HCP0227,REP011,T011,2025-05-16,Field Event,Attended,True,False,True,1
ENG000313,CAMP0011,HCP0323,REP035,T011,2025-06-12,Webinar,Attended,True,True,False,1
ENG000314,CAMP0011,HCP0047,REP011,T011,2025-06-15,Email,Clicked Link,True,True,False,28
ENG000315,CAMP0011,HCP0239,REP023,T011,2025-05-11,Digital Ad,Attended,True,True,False,68
ENG000316,CAMP0011,HCP0419,REP035,T011,2025-04-05,Field Event,Attended,True,False,False,87
ENG000317,CAMP0011,HCP0119,REP035,T011,2025-05-20,Digital Ad,Opened Content,True,False,True,38
ENG000318,CAMP0011,HCP0431,REP035,T011,2025-03-18,Field Event,Opened Content,True,False,True,28
ENG000319,CAMP0011,HCP0299,REP035,T011,2025-05-20,Webinar,Downloaded,False,False,False,94
ENG000320,CAMP0011,HCP0047,REP035,T011,2025-04-27,Field Event,Registered,True,True,False,8
ENG000321,CAMP0011,HCP0239,REP035,T011,2025-04-28,Digital Ad,Downloaded,False,False,False,27
ENG000322,CAMP0011,HCP0179,REP023,T011,2025-05-24,Email,Downloaded,True,False,False,90
ENG000323,CAMP0011,HCP0347,REP023,T011,2025-05-14,Email,Registered,True,False,True,95
ENG000324,CAMP0012,HCP0036,REP012,T012,2025-03-15,Webinar,Opened Content,True,False,True,5
ENG000325,CAMP0012,HCP0180,REP024,T012,2025-02-02,Email,Opened Content,True,False,False,2
ENG000326,CAMP0012,HCP0168,REP024,T012,2025-03-18,Email,Registered,True,False,False,50
ENG000327,CAMP0012,HCP0420,REP012,T012,2025-03-16,Field Event,Attended,False,False,False,88
ENG000328,CAMP0012,HCP0264,REP012,T012,2025-04-18,Email,Attended,True,False,False,26
ENG000329,CAMP0012,HCP0036,REP036,T012,2025-05-09,Field Event,Opened Content,False,False,False,83
ENG000330,CAMP0012,HCP0468,REP012,T012,2025-03-18,Digital Ad,Registered,True,True,False,18
ENG000331,CAMP0012,HCP0072,REP036,T012,2025-05-07,Webinar,Clicked Link,True,False,False,87
ENG000332,CAMP0012,HCP0072,REP012,T012,2025-04-11,Field Event,Registered,True,False,False,68
ENG000333,CAMP0012,HCP0264,REP024,T012,2025-05-02,Email,Attended,True,False,False,76
ENG000334,CAMP0012,HCP0468,REP036,T012,2025-02-11,Webinar,Attended,True,True,True,32
ENG000335,CAMP0012,HCP0264,REP012,T012,2025-04-01,Field Event,Attended,True,True,False,15
ENG000336,CAMP0012,HCP0480,REP036,T012,2025-04-16,Webinar,Opened Content,True,False,False,33
ENG000337,CAMP0012,HCP0072,REP012,T012,2025-02-18,Field Event,Registered,True,True,False,5
ENG000338,CAMP0012,HCP0264,REP024,T012,2025-05-15,Email,Registered,True,False,False,34
ENG000339,CAMP0012,HCP0036,REP024,T012,2025-04-01,Email,Clicked Link,True,True,False,10
ENG000340,CAMP0012,HCP0264,REP012,T012,2025-03-31,Email,Attended,True,False,False,33
ENG000341,CAMP0012,HCP0468,REP024,T012,2025-04-09,Field Event,Attended,True,True,False,75
ENG000342,CAMP0012,HCP0360,REP036,T012,2025-04-26,Digital Ad,Clicked Link,True,True,True,92
ENG000343,CAMP0012,HCP0036,REP012,T012,2025-03-01,Field Event,Clicked Link,True,False,False,94
ENG000344,CAMP0012,HCP0036,REP036,T012,2025-05-22,Webinar,Registered,False,False,False,72
ENG000345,CAMP0012,HCP0180,REP024,T012,2025-03-05,Webinar,Downloaded,False,False,False,12
ENG000346,CAMP0012,HCP0360,REP036,T012,2025-04-25,Digital Ad,Clicked Link,True,True,False,92
ENG000347,CAMP0012,HCP0072,REP024,T012,2025-02-07,Field Event,Clicked Link,True,False,True,63
ENG000348,CAMP0013,HCP0109,REP025,T001,2026-04-06,Field Event,Downloaded,True,False,False,81
ENG000349,CAMP0013,HCP0409,REP001,T001,2026-03-29,Digital Ad,Registered,False,False,False,47
ENG000350,CAMP0013,HCP0265,REP001,T001,2026-03-17,Field Event,Opened Content,True,False,False,93
ENG000351,CAMP0013,HCP0001,REP001,T001,2026-05-16,Field Event,Opened Content,False,False,False,65
ENG000352,CAMP0013,HCP0445,REP001,T001,2026-03-17,Webinar,Downloaded,False,False,True,80
ENG000353,CAMP0013,HCP0325,REP013,T001,2026-04-09,Webinar,Downloaded,True,False,True,40
ENG000354,CAMP0013,HCP0373,REP025,T001,2026-05-09,Digital Ad,Downloaded,True,False,True,34
ENG000355,CAMP0013,HCP0337,REP037,T001,2026-04-29,Webinar,Registered,True,False,False,72
ENG000356,CAMP0013,HCP0445,REP037,T001,2026-05-04,Field Event,Clicked Link,False,False,False,8
ENG000357,CAMP0013,HCP0229,REP037,T001,2026-05-14,Webinar,Registered,True,False,True,95
ENG000358,CAMP0013,HCP0085,REP025,T001,2026-04-04,Webinar,Registered,False,False,False,23
ENG000359,CAMP0013,HCP0481,REP013,T001,2026-03-26,Field Event,Attended,True,False,False,50
ENG000360,CAMP0013,HCP0049,REP025,T001,2026-03-25,Field Event,Registered,True,True,False,18
ENG000361,CAMP0013,HCP0085,REP013,T001,2026-03-30,Email,Opened Content,True,False,False,33
ENG000362,CAMP0013,HCP0193,REP037,T001,2026-05-19,Field Event,Downloaded,False,False,False,67
ENG000363,CAMP0013,HCP0433,REP013,T001,2026-04-04,Field Event,Opened Content,True,False,False,95
ENG000364,CAMP0013,HCP0121,REP025,T001,2026-05-07,Digital Ad,Registered,True,False,True,75
ENG000365,CAMP0013,HCP0313,REP013,T001,2026-03-31,Webinar,Clicked Link,True,False,False,23
ENG000366,CAMP0013,HCP0013,REP037,T001,2026-04-04,Email,Clicked Link,True,True,True,52
ENG000367,CAMP0013,HCP0361,REP013,T001,2026-04-09,Field Event,Downloaded,True,False,False,14
ENG000368,CAMP0013,HCP0265,REP001,T001,2026-04-16,Field Event,Opened Content,True,False,False,25
ENG000369,CAMP0013,HCP0349,REP013,T001,2026-04-18,Field Event,Clicked Link,True,False,False,17
ENG000370,CAMP0013,HCP0145,REP025,T001,2026-04-07,Field Event,Downloaded,True,False,False,35
ENG000371,CAMP0013,HCP0061,REP013,T001,2026-03-19,Webinar,Downloaded,False,False,False,82
ENG000372,CAMP0013,HCP0229,REP001,T001,2026-03-19,Email,Opened Content,True,False,False,58
ENG000373,CAMP0013,HCP0037,REP001,T001,2026-04-15,Email,Attended,False,False,False,49
ENG000374,CAMP0013,HCP0349,REP025,T001,2026-05-01,Field Event,Clicked Link,False,False,False,68
ENG000375,CAMP0014,HCP0362,REP002,T002,2026-03-06,Webinar,Registered,True,True,False,85
ENG000376,CAMP0014,HCP0470,REP002,T002,2026-04-19,Email,Opened Content,True,True,False,18
ENG000377,CAMP0014,HCP0062,REP026,T002,2026-04-18,Webinar,Clicked Link,True,True,True,64
ENG000378,CAMP0014,HCP0158,REP002,T002,2026-04-04,Digital Ad,Opened Content,True,False,False,2
ENG000379,CAMP0014,HCP0158,REP026,T002,2026-02-05,Field Event,Registered,True,True,False,59
ENG000380,CAMP0014,HCP0194,REP026,T002,2026-04-26,Field Event,Downloaded,True,False,True,33
ENG000381,CAMP0014,HCP0062,REP038,T002,2026-03-26,Webinar,Registered,True,False,False,37
ENG000382,CAMP0014,HCP0290,REP026,T002,2026-03-06,Webinar,Downloaded,True,True,False,50
ENG000383,CAMP0014,HCP0362,REP002,T002,2026-04-16,Digital Ad,Attended,True,False,False,21
ENG000384,CAMP0014,HCP0110,REP014,T002,2026-03-05,Digital Ad,Clicked Link,False,False,False,56
ENG000385,CAMP0014,HCP0482,REP002,T002,2026-02-15,Webinar,Clicked Link,True,False,True,99
ENG000386,CAMP0014,HCP0158,REP026,T002,2026-04-18,Webinar,Opened Content,False,False,True,84
ENG000387,CAMP0014,HCP0158,REP026,T002,2026-02-12,Field Event,Opened Content,True,True,True,7
ENG000388,CAMP0014,HCP0482,REP026,T002,2026-02-06,Email,Attended,True,False,True,63
ENG000389,CAMP0014,HCP0062,REP026,T002,2026-03-26,Field Event,Attended,False,False,True,16
ENG000390,CAMP0014,HCP0194,REP038,T002,2026-03-02,Field Event,Attended,False,False,False,81
ENG000391,CAMP0014,HCP0470,REP014,T002,2026-01-30,Webinar,Opened Content,True,False,False,18
ENG000392,CAMP0014,HCP0158,REP026,T002,2026-02-04,Webinar,Attended,True,True,False,9
ENG000393,CAMP0014,HCP0110,REP002,T002,2026-02-01,Digital Ad,Downloaded,True,True,True,97
ENG000394,CAMP0014,HCP0290,REP026,T002,2026-04-06,Email,Downloaded,False,False,False,35
ENG000395,CAMP0015,HCP0159,REP003,T003,2025-07-09,Digital Ad,Downloaded,False,False,False,51
ENG000396,CAMP0015,HCP0471,REP027,T003,2025-08-18,Email,Registered,True,False,True,44
ENG000397,CAMP0015,HCP0159,REP027,T003,2025-06-24,Webinar,Opened Content,True,True,False,15
ENG000398,CAMP0015,HCP0471,REP039,T003,2025-06-29,Digital Ad,Opened Content,False,False,False,38
ENG000399,CAMP0015,HCP0219,REP039,T003,2025-08-20,Digital Ad,Attended,True,False,False,55
ENG000400,CAMP0015,HCP0219,REP039,T003,2025-07-10,Digital Ad,Opened Content,True,True,True,53
ENG000401,CAMP0015,HCP0327,REP015,T003,2025-06-24,Email,Attended,True,False,False,62
ENG000402,CAMP0015,HCP0387,REP015,T003,2025-08-15,Digital Ad,Attended,True,False,False,35
ENG000403,CAMP0015,HCP0471,REP003,T003,2025-08-23,Digital Ad,Registered,True,True,False,88
ENG000404,CAMP0015,HCP0471,REP027,T003,2025-06-27,Field Event,Downloaded,False,False,False,24
ENG000405,CAMP0015,HCP0471,REP027,T003,2025-07-02,Webinar,Downloaded,True,False,False,73
ENG000406,CAMP0015,HCP0219,REP027,T003,2025-07-28,Field Event,Attended,True,True,False,85
ENG000407,CAMP0015,HCP0387,REP015,T003,2025-07-03,Field Event,Attended,True,True,False,74
ENG000408,CAMP0015,HCP0159,REP039,T003,2025-06-23,Email,Opened Content,True,True,False,3
ENG000409,CAMP0015,HCP0447,REP027,T003,2025-06-26,Digital Ad,Opened Content,True,True,False,59
ENG000410,CAMP0015,HCP0447,REP027,T003,2025-07-14,Field Event,Registered,True,False,False,56
ENG000411,CAMP0015,HCP0003,REP015,T003,2025-07-18,Email,Attended,True,False,True,16
ENG000412,CAMP0015,HCP0459,REP003,T003,2025-06-24,Field Event,Registered,True,False,False,15
ENG000413,CAMP0015,HCP0459,REP003,T003,2025-07-01,Digital Ad,Registered,True,False,False,93
ENG000414,CAMP0015,HCP0471,REP027,T003,2025-07-17,Digital Ad,Clicked Link,True,True,False,30
ENG000415,CAMP0015,HCP0219,REP039,T003,2025-07-23,Email,Clicked Link,True,False,True,31
ENG000416,CAMP0015,HCP0459,REP015,T003,2025-07-15,Field Event,Registered,False,False,False,55
ENG000417,CAMP0015,HCP0159,REP027,T003,2025-08-31,Field Event,Opened Content,True,False,False,43
ENG000418,CAMP0015,HCP0291,REP027,T003,2025-06-27,Digital Ad,Downloaded,True,True,False,2
ENG000419,CAMP0015,HCP0291,REP027,T003,2025-06-26,Digital Ad,Downloaded,False,False,False,78
ENG000420,CAMP0015,HCP0159,REP039,T003,2025-07-02,Field Event,Attended,False,False,False,4
ENG000421,CAMP0015,HCP0003,REP015,T003,2025-07-11,Field Event,Attended,True,True,True,41
ENG000422,CAMP0015,HCP0471,REP027,T003,2025-06-30,Field Event,Registered,True,False,True,33
ENG000423,CAMP0015,HCP0327,REP027,T003,2025-07-15,Webinar,Clicked Link,True,False,False,76
ENG000424,CAMP0015,HCP0099,REP039,T003,2025-06-28,Webinar,Attended,False,False,False,10
ENG000425,CAMP0015,HCP0003,REP003,T003,2025-06-28,Digital Ad,Registered,True,True,False,88
ENG000426,CAMP0016,HCP0376,REP016,T004,2026-03-10,Email,Opened Content,False,False,False,54
ENG000427,CAMP0016,HCP0292,REP016,T004,2026-03-19,Email,Registered,True,False,True,90
ENG000428,CAMP0016,HCP0100,REP040,T004,2026-03-20,Webinar,Clicked Link,True,False,False,32
ENG000429,CAMP0016,HCP0112,REP028,T004,2026-03-23,Email,Downloaded,True,True,True,71
ENG000430,CAMP0016,HCP0436,REP028,T004,2026-02-27,Field Event,Registered,True,False,False,91
ENG000431,CAMP0016,HCP0388,REP028,T004,2026-03-11,Email,Clicked Link,True,False,False,16
ENG000432,CAMP0016,HCP0376,REP040,T004,2026-03-31,Field Event,Attended,False,False,True,77
ENG000433,CAMP0016,HCP0100,REP028,T004,2026-03-15,Email,Opened Content,True,False,False,66
ENG000434,CAMP0016,HCP0280,REP040,T004,2026-03-22,Webinar,Attended,True,False,False,81
ENG000435,CAMP0016,HCP0484,REP016,T004,2026-03-10,Field Event,Opened Content,True,False,True,83
ENG000436,CAMP0016,HCP0136,REP028,T004,2026-03-25,Webinar,Registered,True,False,True,21
ENG000437,CAMP0016,HCP0196,REP016,T004,2026-02-22,Digital Ad,Attended,True,False,False,81
ENG000438,CAMP0016,HCP0196,REP004,T004,2026-03-27,Webinar,Attended,True,False,False,79
ENG000439,CAMP0016,HCP0436,REP016,T004,2026-03-24,Field Event,Attended,False,False,False,63
ENG000440,CAMP0016,HCP0280,REP040,T004,2026-03-11,Field Event,Downloaded,True,True,True,48
ENG000441,CAMP0016,HCP0088,REP004,T004,2026-02-23,Webinar,Attended,True,False,False,28
ENG000442,CAMP0016,HCP0340,REP040,T004,2026-02-26,Field Event,Downloaded,True,False,False,94
ENG000443,CAMP0016,HCP0376,REP040,T004,2026-03-02,Webinar,Downloaded,False,False,False,29
ENG000444,CAMP0016,HCP0388,REP004,T004,2026-03-14,Email,Clicked Link,True,True,False,28
ENG000445,CAMP0016,HCP0172,REP016,T004,2026-02-22,Digital Ad,Registered,False,False,True,42
ENG000446,CAMP0016,HCP0388,REP040,T004,2026-03-26,Email,Registered,True,True,False,68
ENG000447,CAMP0016,HCP0280,REP016,T004,2026-03-04,Field Event,Clicked Link,True,False,True,61
ENG000448,CAMP0016,HCP0424,REP004,T004,2026-03-14,Webinar,Registered,True,False,True,55
ENG000449,CAMP0016,HCP0388,REP016,T004,2026-03-31,Email,Registered,True,False,False,61
ENG000450,CAMP0016,HCP0460,REP004,T004,2026-02-19,Webinar,Opened Content,True,True,False,38
ENG000451,CAMP0016,HCP0496,REP016,T004,2026-03-31,Webinar,Attended,False,False,False,59
ENG000452,CAMP0016,HCP0136,REP028,T004,2026-02-19,Webinar,Clicked Link,True,True,False,86
ENG000453,CAMP0017,HCP0437,REP005,T005,2025-10-27,Digital Ad,Downloaded,True,False,True,55
ENG000454,CAMP0017,HCP0161,REP005,T005,2025-11-20,Email,Clicked Link,False,False,True,85
ENG000455,CAMP0017,HCP0101,REP005,T005,2025-11-20,Webinar,Clicked Link,True,False,False,49
ENG000456,CAMP0017,HCP0365,REP017,T005,2025-11-02,Digital Ad,Opened Content,False,False,False,46
ENG000457,CAMP0017,HCP0305,REP017,T005,2025-10-30,Digital Ad,Opened Content,True,False,True,63
ENG000458,CAMP0017,HCP0101,REP005,T005,2025-12-08,Digital Ad,Opened Content,True,True,False,94
ENG000459,CAMP0017,HCP0089,REP017,T005,2025-11-26,Field Event,Registered,True,False,False,65
ENG000460,CAMP0017,HCP0029,REP017,T005,2025-11-22,Digital Ad,Registered,True,False,False,83
ENG000461,CAMP0017,HCP0473,REP005,T005,2025-11-11,Email,Registered,True,True,True,16
ENG000462,CAMP0017,HCP0461,REP017,T005,2025-11-25,Digital Ad,Attended,True,False,False,11
ENG000463,CAMP0017,HCP0017,REP005,T005,2025-11-03,Digital Ad,Downloaded,False,False,False,75
ENG000464,CAMP0017,HCP0221,REP017,T005,2025-11-07,Digital Ad,Registered,True,False,False,35
ENG000465,CAMP0017,HCP0077,REP029,T005,2025-11-21,Email,Attended,True,False,True,26
ENG000466,CAMP0017,HCP0401,REP017,T005,2025-11-12,Webinar,Attended,False,False,False,95
ENG000467,CAMP0017,HCP0293,REP017,T005,2025-12-21,Email,Opened Content,True,True,False,49
ENG000468,CAMP0017,HCP0005,REP005,T005,2025-12-07,Email,Registered,True,False,True,14
ENG000469,CAMP0017,HCP0401,REP017,T005,2025-11-06,Digital Ad,Clicked Link,True,True,False,43
ENG000470,CAMP0017,HCP0425,REP005,T005,2025-11-19,Digital Ad,Clicked Link,True,False,False,75
ENG000471,CAMP0017,HCP0017,REP029,T005,2025-12-12,Digital Ad,Downloaded,False,False,False,68
ENG000472,CAMP0017,HCP0125,REP029,T005,2025-12-21,Email,Opened Content,False,False,False,51
ENG000473,CAMP0017,HCP0029,REP029,T005,2025-11-27,Webinar,Opened Content,False,False,False,77
ENG000474,CAMP0017,HCP0425,REP005,T005,2025-11-10,Field Event,Clicked Link,True,True,True,59
ENG000475,CAMP0017,HCP0221,REP017,T005,2025-11-13,Digital Ad,Registered,False,False,False,91
ENG000476,CAMP0017,HCP0437,REP017,T005,2025-11-23,Digital Ad,Clicked Link,True,True,False,30
ENG000477,CAMP0017,HCP0365,REP005,T005,2025-12-30,Email,Opened Content,True,False,False,71
ENG000478,CAMP0017,HCP0389,REP005,T005,2025-11-03,Digital Ad,Opened Content,True,True,True,28
ENG000479,CAMP0017,HCP0173,REP029,T005,2025-10-24,Digital Ad,Opened Content,True,False,False,45
ENG000480,CAMP0017,HCP0197,REP017,T005,2025-12-13,Webinar,Downloaded,False,False,True,45
ENG000481,CAMP0017,HCP0413,REP017,T005,2025-12-13,Field Event,Clicked Link,False,False,False,43
ENG000482,CAMP0017,HCP0209,REP005,T005,2025-12-31,Email,Downloaded,False,False,False,74
ENG000483,CAMP0018,HCP0126,REP030,T006,2026-03-20,Field Event,Registered,False,False,False,91
ENG000484,CAMP0018,HCP0294,REP030,T006,2026-03-17,Webinar,Registered,True,True,False,71
ENG000485,CAMP0018,HCP0318,REP006,T006,2026-03-05,Webinar,Registered,False,False,False,93
ENG000486,CAMP0018,HCP0210,REP018,T006,2026-05-03,Webinar,Downloaded,False,False,False,85
ENG000487,CAMP0018,HCP0126,REP018,T006,2026-03-21,Webinar,Clicked Link,True,False,False,40
ENG000488,CAMP0018,HCP0162,REP018,T006,2026-04-13,Email,Attended,True,True,False,12
ENG000489,CAMP0018,HCP0222,REP006,T006,2026-04-28,Field Event,Opened Content,True,False,True,56
ENG000490,CAMP0018,HCP0462,REP030,T006,2026-03-25,Webinar,Registered,True,True,False,88
ENG000491,CAMP0018,HCP0270,REP018,T006,2026-03-05,Field Event,Clicked Link,True,True,True,40
ENG000492,CAMP0018,HCP0270,REP030,T006,2026-05-02,Digital Ad,Downloaded,False,False,False,18
ENG000493,CAMP0018,HCP0282,REP018,T006,2026-04-19,Digital Ad,Registered,True,False,False,26
ENG000494,CAMP0018,HCP0282,REP018,T006,2026-05-25,Email,Opened Content,True,True,False,95
ENG000495,CAMP0018,HCP0126,REP018,T006,2026-04-12,Digital Ad,Attended,True,False,True,92
ENG000496,CAMP0018,HCP0054,REP018,T006,2026-03-02,Webinar,Attended,True,False,False,73
ENG000497,CAMP0018,HCP0210,REP006,T006,2026-02-24,Digital Ad,Downloaded,True,False,False,54
ENG000498,CAMP0018,HCP0282,REP006,T006,2026-05-22,Field Event,Opened Content,True,True,True,68
ENG000499,CAMP0018,HCP0294,REP018,T006,2026-05-04,Field Event,Opened Content,True,True,False,88
ENG000500,CAMP0018,HCP0090,REP006,T006,2026-04-24,Digital Ad,Clicked Link,False,False,False,47
ENG000501,CAMP0019,HCP0367,REP019,T007,2026-02-12,Webinar,Registered,False,False,False,100
ENG000502,CAMP0019,HCP0127,REP019,T007,2026-01-20,Digital Ad,Downloaded,True,True,True,94
ENG000503,CAMP0019,HCP0475,REP031,T007,2026-03-02,Email,Clicked Link,False,False,True,27
ENG000504,CAMP0019,HCP0043,REP031,T007,2026-03-13,Digital Ad,Downloaded,True,True,False,5
ENG000505,CAMP0019,HCP0187,REP019,T007,2025-12-04,Field Event,Opened Content,True,False,False,36
ENG000506,CAMP0019,HCP0247,REP031,T007,2026-02-16,Webinar,Registered,True,True,False,3
ENG000507,CAMP0019,HCP0451,REP019,T007,2026-01-16,Field Event,Attended,False,False,False,20
ENG000508,CAMP0019,HCP0475,REP007,T007,2026-01-06,Webinar,Opened Content,True,False,True,59
ENG000509,CAMP0019,HCP0235,REP031,T007,2026-02-21,Digital Ad,Registered,True,False,True,75
ENG000510,CAMP0019,HCP0343,REP019,T007,2025-12-04,Digital Ad,Opened Content,True,False,False,100
ENG000511,CAMP0019,HCP0067,REP031,T007,2026-03-10,Field Event,Attended,False,False,False,1
ENG000512,CAMP0019,HCP0115,REP019,T007,2026-02-28,Field Event,Clicked Link,False,False,True,54
ENG000513,CAMP0019,HCP0307,REP019,T007,2025-12-17,Email,Clicked Link,False,False,False,38
ENG000514,CAMP0019,HCP0259,REP019,T007,2026-01-13,Field Event,Registered,False,False,False,22
ENG000515,CAMP0019,HCP0235,REP007,T007,2026-01-15,Digital Ad,Opened Content,True,True,False,21
ENG000516,CAMP0019,HCP0139,REP031,T007,2026-01-28,Webinar,Attended,True,False,False,23
ENG000517,CAMP0019,HCP0307,REP031,T007,2025-12-03,Digital Ad,Attended,False,False,False,83
ENG000518,CAMP0019,HCP0151,REP019,T007,2026-02-12,Field Event,Clicked Link,True,False,False,46
ENG000519,CAMP0019,HCP0403,REP007,T007,2026-01-10,Webinar,Opened Content,False,False,False,38
ENG000520,CAMP0019,HCP0043,REP007,T007,2026-02-24,Field Event,Clicked Link,True,False,False,97
ENG000521,CAMP0019,HCP0451,REP007,T007,2025-12-11,Email,Registered,True,False,False,96
ENG000522,CAMP0019,HCP0343,REP019,T007,2025-12-06,Field Event,Downloaded,True,False,False,34
ENG000523,CAMP0019,HCP0247,REP007,T007,2025-12-27,Webinar,Clicked Link,True,True,False,82
ENG000524,CAMP0019,HCP0019,REP019,T007,2026-03-06,Email,Downloaded,True,True,True,100
ENG000525,CAMP0019,HCP0259,REP007,T007,2026-01-29,Field Event,Downloaded,True,False,False,2
ENG000526,CAMP0019,HCP0391,REP031,T007,2026-02-02,Email,Opened Content,True,False,True,67
ENG000527,CAMP0020,HCP0368,REP008,T008,2025-02-24,Email,Registered,True,True,False,1
ENG000528,CAMP0020,HCP0116,REP032,T008,2025-01-19,Field Event,Registered,False,False,False,74
ENG000529,CAMP0020,HCP0248,REP032,T008,2025-02-21,Email,Clicked Link,True,False,False,65
ENG000530,CAMP0020,HCP0368,REP020,T008,2024-12-30,Field Event,Attended,True,True,False,9
ENG000531,CAMP0020,HCP0224,REP020,T008,2025-01-16,Digital Ad,Opened Content,False,False,False,17
ENG000532,CAMP0020,HCP0368,REP020,T008,2025-02-16,Webinar,Registered,False,False,False,29
ENG000533,CAMP0020,HCP0248,REP008,T008,2025-01-18,Webinar,Attended,True,False,False,32
ENG000534,CAMP0020,HCP0464,REP032,T008,2025-02-07,Email,Opened Content,False,False,False,7
ENG000535,CAMP0020,HCP0248,REP020,T008,2025-01-31,Digital Ad,Opened Content,True,False,False,60
ENG000536,CAMP0020,HCP0368,REP020,T008,2025-01-10,Email,Attended,True,True,False,14
ENG000537,CAMP0020,HCP0224,REP032,T008,2025-01-08,Webinar,Registered,False,False,False,66
ENG000538,CAMP0020,HCP0116,REP008,T008,2025-02-26,Webinar,Attended,True,False,True,2
ENG000539,CAMP0020,HCP0368,REP008,T008,2025-01-27,Webinar,Registered,False,False,False,58
ENG000540,CAMP0020,HCP0116,REP032,T008,2025-01-21,Field Event,Downloaded,True,False,False,89
ENG000541,CAMP0020,HCP0224,REP008,T008,2025-01-22,Email,Attended,True,False,False,25
ENG000542,CAMP0020,HCP0224,REP020,T008,2025-02-12,Webinar,Registered,False,False,False,20
