call_id,call_date,hcp_id,rep_id,territory_id,product_id,call_type,call_status,call_duration_minutes,discussion_topic,sample_dropped,next_call_planned_date,engagement_score
CALL004446,2025-04-23,HCP0472,REP040,T004,PROD020,Follow-up,Completed,44,Brand reminder,True,2025-05-21,22
CALL004447,2025-04-18,HCP0352,REP040,T004,PROD002,Ad hoc,Completed,16,Brand reminder,True,2025-05-13,18
CALL004448,2025-04-22,HCP0436,REP040,T004,PROD016,Ad hoc,Completed,21,New clinical evidence,True,2025-05-24,76
CALL004449,2025-04-16,HCP0184,REP040,T004,PROD017,Ad hoc,Completed,23,Brand reminder,True,2025-05-25,40
CALL004450,2025-04-09,HCP0280,REP040,T004,PROD024,Planned,Completed,8,Dose optimization,True,2025-05-10,97
CALL004451,2025-04-13,HCP0328,REP040,T004,PROD006,Follow-up,Completed,38,Brand reminder,False,2025-05-19,47
CALL004452,2025-04-12,HCP0484,REP040,T004,PROD021,Ad hoc,Completed,26,Sample follow-up,True,2025-05-27,47
CALL004453,2025-04-28,HCP0028,REP040,T004,PROD004,Follow-up,Completed,34,New clinical evidence,True,2025-05-24,15
CALL004454,2025-04-04,HCP0340,REP040,T004,PROD008,Planned,Completed,19,Patient affordability,True,2025-05-06,25
CALL004455,2025-04-04,HCP0160,REP040,T004,PROD008,Ad hoc,Completed,31,Sample follow-up,False,2025-05-04,3
CALL004456,2025-04-03,HCP0088,REP040,T004,PROD007,Planned,Completed,10,Sample follow-up,True,2025-04-30,42
CALL004457,2025-04-28,HCP0136,REP040,T004,PROD008,Planned,Rescheduled,16,Dose optimization,True,2025-05-25,10
CALL004458,2025-04-09,HCP0292,REP040,T004,PROD023,Ad hoc,Completed,30,Brand reminder,True,2025-04-30,49
CALL004459,2025-04-02,HCP0076,REP040,T004,PROD014,Planned,Rescheduled,17,New clinical evidence,True,2025-04-20,61
CALL004460,2025-04-04,HCP0064,REP040,T004,PROD025,Follow-up,Completed,23,Patient affordability,False,2025-05-04,6
CALL004461,2025-04-20,HCP0256,REP040,T004,PROD002,Follow-up,Completed,28,New clinical evidence,True,2025-05-04,1
CALL004462,2025-04-25,HCP0256,REP040,T004,PROD010,Planned,Completed,45,Patient affordability,True,2025-06-04,29
CALL004463,2025-04-12,HCP0280,REP040,T004,PROD024,Ad hoc,Completed,20,Patient affordability,True,2025-05-12,15
CALL004464,2025-04-05,HCP0184,REP040,T004,PROD001,Follow-up,Completed,29,Dose optimization,True,2025-04-22,51
CALL004465,2025-04-24,HCP0316,REP040,T004,PROD016,Planned,Completed,23,Sample follow-up,True,2025-05-20,47
CALL004466,2025-04-15,HCP0340,REP040,T004,PROD016,Follow-up,Completed,24,Sample follow-up,True,2025-05-22,61
CALL004467,2025-04-11,HCP0064,REP040,T004,PROD025,Planned,Completed,36,Conference invite,False,2025-05-17,21
CALL004468,2025-04-11,HCP0304,REP040,T004,PROD001,Follow-up,Completed,44,Conference invite,True,2025-05-20,94
CALL004469,2025-04-04,HCP0424,REP040,T004,PROD007,Planned,Completed,25,New clinical evidence,True,2025-04-22,34
CALL004470,2025-04-09,HCP0124,REP040,T004,PROD019,Ad hoc,Completed,37,Patient affordability,False,2025-05-12,54
CALL004471,2025-04-03,HCP0340,REP040,T004,PROD008,Planned,Rescheduled,33,New clinical evidence,False,2025-05-03,12
CALL004472,2025-04-22,HCP0436,REP040,T004,PROD008,Follow-up,Completed,25,Patient affordability,False,2025-05-09,70
CALL004473,2025-04-24,HCP0268,REP040,T004,PROD012,Planned,Completed,21,New clinical evidence,True,2025-05-13,64
CALL004474,2025-04-15,HCP0304,REP040,T004,PROD001,Planned,Completed,18,Conference invite,True,2025-05-06,14
CALL004475,2025-04-07,HCP0100,REP040,T004,PROD016,Planned,Completed,38,Conference invite,True,2025-05-20,21
CALL004476,2025-04-11,HCP0016,REP040,T004,PROD008,Ad hoc,Completed,27,Dose optimization,False,2025-04-25,4
CALL004477,2025-04-22,HCP0052,REP040,T004,PROD001,Follow-up,Completed,25,Patient affordability,True,2025-05-31,93
CALL004478,2025-04-18,HCP0040,REP040,T004,PROD025,Planned,Completed,23,New clinical evidence,True,2025-05-28,36
CALL004479,2025-04-25,HCP0160,REP040,T004,PROD016,Ad hoc,Completed,9,New clinical evidence,False,2025-06-08,41
CALL004480,2025-05-05,HCP0301,REP001,T001,PROD010,Follow-up,Completed,14,Brand reminder,True,2025-05-22,83
CALL004481,2025-05-05,HCP0325,REP001,T001,PROD014,Planned,Completed,32,Sample follow-up,False,2025-06-13,8
CALL004482,2025-05-26,HCP0169,REP001,T001,PROD018,Follow-up,Cancelled,27,New clinical evidence,False,2025-06-18,31
CALL004483,2025-05-13,HCP0205,REP001,T001,PROD025,Planned,Completed,36,Patient affordability,False,2025-06-12,42
CALL004484,2025-05-04,HCP0145,REP001,T001,PROD003,Ad hoc,Cancelled,42,Patient affordability,True,2025-06-14,5
CALL004485,2025-05-27,HCP0241,REP001,T001,PROD024,Planned,Completed,18,Dose optimization,True,2025-06-24,83
CALL004486,2025-05-14,HCP0217,REP001,T001,PROD021,Planned,Completed,45,New clinical evidence,True,2025-06-28,70
CALL004487,2025-05-02,HCP0457,REP001,T001,PROD019,Follow-up,Completed,32,Sample follow-up,False,2025-06-13,96
CALL004488,2025-05-04,HCP0289,REP001,T001,PROD005,Follow-up,Completed,19,New clinical evidence,False,2025-05-24,90
CALL004489,2025-05-28,HCP0241,REP001,T001,PROD024,Follow-up,Cancelled,23,Dose optimization,False,2025-07-12,31
CALL004490,2025-05-23,HCP0181,REP001,T001,PROD014,Follow-up,Completed,43,Dose optimization,True,2025-07-03,98
CALL004491,2025-05-02,HCP0457,REP001,T001,PROD011,Ad hoc,Completed,37,Patient affordability,True,2025-06-08,31
CALL004492,2025-05-26,HCP0049,REP001,T001,PROD018,Ad hoc,Rescheduled,25,New clinical evidence,False,2025-06-09,73
CALL004493,2025-05-01,HCP0157,REP001,T001,PROD025,Follow-up,Completed,12,Sample follow-up,False,2025-06-09,72
CALL004494,2025-05-15,HCP0433,REP001,T001,PROD020,Planned,Completed,44,Patient affordability,True,2025-05-30,42
CALL004495,2025-05-20,HCP0265,REP001,T001,PROD007,Follow-up,Completed,14,Sample follow-up,True,2025-06-20,58
CALL004496,2025-05-13,HCP0109,REP001,T001,PROD015,Ad hoc,Completed,18,Conference invite,True,2025-06-14,10
CALL004497,2025-05-04,HCP0325,REP001,T001,PROD022,Ad hoc,Completed,22,New clinical evidence,False,2025-05-29,95
CALL004498,2025-05-21,HCP0373,REP001,T001,PROD024,Follow-up,Rescheduled,6,Sample follow-up,True,2025-06-29,65
CALL004499,2025-05-25,HCP0145,REP001,T001,PROD003,Follow-up,Completed,12,Dose optimization,False,2025-06-16,71
CALL004500,2025-05-07,HCP0109,REP001,T001,PROD007,Planned,Completed,16,Patient affordability,False,2025-06-21,64
CALL004501,2025-05-01,HCP0097,REP001,T001,PROD016,Follow-up,Rescheduled,18,Sample follow-up,False,2025-06-11,16
CALL004502,2025-05-23,HCP0325,REP001,T001,PROD006,Planned,Completed,21,New clinical evidence,True,2025-06-23,23
CALL004503,2025-05-23,HCP0373,REP001,T001,PROD024,Planned,Completed,17,Patient affordability,False,2025-06-20,90
CALL004504,2025-05-06,HCP0373,REP001,T001,PROD016,Planned,Rescheduled,24,Conference invite,True,2025-05-20,78
CALL004505,2025-05-02,HCP0193,REP001,T001,PROD006,Planned,Completed,35,Patient affordability,True,2025-06-08,84
CALL004506,2025-05-03,HCP0385,REP001,T001,PROD010,Follow-up,Completed,23,Brand reminder,False,2025-05-20,85
CALL004507,2025-05-05,HCP0253,REP001,T001,PROD022,Ad hoc,Completed,19,Conference invite,True,2025-06-11,46
CALL004508,2025-05-16,HCP0421,REP001,T001,PROD014,Follow-up,Completed,43,Brand reminder,False,2025-06-17,86
CALL004509,2025-05-15,HCP0374,REP002,T002,PROD003,Ad hoc,Completed,14,Brand reminder,True,2025-06-25,88
CALL004510,2025-05-19,HCP0050,REP002,T002,PROD008,Planned,Completed,25,New clinical evidence,True,2025-06-06,31
CALL004511,2025-05-02,HCP0494,REP002,T002,PROD002,Ad hoc,Completed,26,Brand reminder,False,2025-05-18,23
CALL004512,2025-05-19,HCP0194,REP002,T002,PROD016,Follow-up,Completed,23,Conference invite,True,2025-06-12,28
CALL004513,2025-05-05,HCP0098,REP002,T002,PROD024,Planned,Completed,7,Sample follow-up,False,2025-06-03,68
CALL004514,2025-05-28,HCP0242,REP002,T002,PROD024,Planned,Completed,41,Patient affordability,True,2025-06-17,32
CALL004515,2025-05-17,HCP0362,REP002,T002,PROD003,Follow-up,Cancelled,33,Sample follow-up,True,2025-06-30,80
CALL004516,2025-05-08,HCP0122,REP002,T002,PROD006,Planned,Cancelled,32,Conference invite,True,2025-05-30,49
CALL004517,2025-05-17,HCP0494,REP002,T002,PROD002,Follow-up,Completed,18,Dose optimization,True,2025-06-23,14
CALL004518,2025-05-03,HCP0470,REP002,T002,PROD009,Follow-up,Rescheduled,24,Patient affordability,True,2025-05-17,26
CALL004519,2025-05-09,HCP0338,REP002,T002,PROD020,Ad hoc,Cancelled,19,Sample follow-up,True,2025-05-29,29
CALL004520,2025-05-02,HCP0158,REP002,T002,PROD013,Follow-up,Completed,22,Dose optimization,True,2025-06-04,47
CALL004521,2025-05-01,HCP0242,REP002,T002,PROD016,Ad hoc,Completed,5,New clinical evidence,False,2025-05-29,46
CALL004522,2025-05-31,HCP0242,REP002,T002,PROD024,Planned,Completed,18,Patient affordability,True,2025-06-21,100
CALL004523,2025-05-22,HCP0386,REP002,T002,PROD003,Planned,Completed,41,Conference invite,True,2025-06-25,8
CALL004524,2025-05-30,HCP0098,REP002,T002,PROD024,Ad hoc,Completed,35,Sample follow-up,True,2025-07-04,66
CALL004525,2025-05-12,HCP0374,REP002,T002,PROD019,Planned,Completed,28,Dose optimization,False,2025-06-01,42
CALL004526,2025-05-24,HCP0182,REP002,T002,PROD007,Planned,Completed,29,Dose optimization,False,2025-07-08,8
CALL004527,2025-05-23,HCP0494,REP002,T002,PROD018,Planned,Completed,10,New clinical evidence,True,2025-07-03,90
CALL004528,2025-05-31,HCP0062,REP002,T002,PROD003,Ad hoc,Completed,19,New clinical evidence,True,2025-07-15,27
CALL004529,2025-05-09,HCP0086,REP002,T002,PROD005,Planned,Completed,36,Dose optimization,True,2025-06-21,2
CALL004530,2025-05-19,HCP0158,REP002,T002,PROD013,Planned,Completed,6,Dose optimization,True,2025-06-10,7
CALL004531,2025-05-30,HCP0002,REP002,T002,PROD010,Planned,Completed,7,Dose optimization,True,2025-06-19,51
CALL004532,2025-05-15,HCP0134,REP002,T002,PROD014,Ad hoc,Cancelled,13,Patient affordability,False,2025-06-15,62
CALL004533,2025-05-12,HCP0182,REP002,T002,PROD007,Ad hoc,Rescheduled,8,Dose optimization,False,2025-06-03,74
CALL004534,2025-05-29,HCP0255,REP003,T003,PROD019,Ad hoc,Completed,44,Conference invite,True,2025-06-20,4
CALL004535,2025-05-30,HCP0339,REP003,T003,PROD009,Follow-up,Rescheduled,7,Sample follow-up,False,2025-07-13,71
CALL004536,2025-05-28,HCP0459,REP003,T003,PROD006,Follow-up,Completed,25,New clinical evidence,True,2025-07-07,70
CALL004537,2025-05-11,HCP0195,REP003,T003,PROD016,Follow-up,Completed,33,Conference invite,True,2025-06-22,34
CALL004538,2025-05-02,HCP0219,REP003,T003,PROD008,Ad hoc,Cancelled,8,Conference invite,False,2025-05-21,48
CALL004539,2025-05-16,HCP0243,REP003,T003,PROD013,Ad hoc,Completed,5,Sample follow-up,True,2025-06-02,15
CALL004540,2025-05-16,HCP0303,REP003,T003,PROD021,Follow-up,Completed,43,Conference invite,True,2025-06-01,4
CALL004541,2025-05-29,HCP0051,REP003,T003,PROD008,Follow-up,Completed,10,Patient affordability,True,2025-07-04,95
CALL004542,2025-05-13,HCP0483,REP003,T003,PROD001,Planned,Completed,41,New clinical evidence,False,2025-06-13,56
CALL004543,2025-05-17,HCP0267,REP003,T003,PROD010,Planned,Completed,5,New clinical evidence,False,2025-06-02,3
CALL004544,2025-05-14,HCP0219,REP003,T003,PROD024,Ad hoc,Completed,21,Sample follow-up,False,2025-06-21,68
CALL004545,2025-05-24,HCP0159,REP003,T003,PROD010,Ad hoc,Cancelled,27,Brand reminder,False,2025-07-03,3
CALL004546,2025-05-19,HCP0219,REP003,T003,PROD024,Ad hoc,Completed,30,Dose optimization,True,2025-06-22,57
CALL004547,2025-05-03,HCP0327,REP003,T003,PROD008,Follow-up,Cancelled,7,Conference invite,False,2025-06-07,95
CALL004548,2025-05-17,HCP0063,REP003,T003,PROD002,Follow-up,Completed,11,Dose optimization,False,2025-06-11,88
CALL004549,2025-05-18,HCP0279,REP003,T003,PROD002,Ad hoc,Completed,41,Patient affordability,True,2025-06-20,31
CALL004550,2025-05-31,HCP0075,REP003,T003,PROD011,Planned,Completed,36,Patient affordability,True,2025-07-11,88
CALL004551,2025-05-31,HCP0207,REP003,T003,PROD010,Follow-up,Completed,29,Brand reminder,True,2025-06-16,89
CALL004552,2025-05-23,HCP0171,REP003,T003,PROD008,Follow-up,Completed,34,Dose optimization,False,2025-06-09,21
CALL004553,2025-05-31,HCP0279,REP003,T003,PROD010,Ad hoc,Completed,37,Patient affordability,False,2025-07-01,49
CALL004554,2025-05-25,HCP0220,REP004,T004,PROD012,Follow-up,Cancelled,43,Brand reminder,False,2025-06-27,11
CALL004555,2025-05-06,HCP0412,REP004,T004,PROD008,Planned,Completed,10,Brand reminder,False,2025-05-28,35
CALL004556,2025-05-30,HCP0208,REP004,T004,PROD012,Follow-up,Completed,15,Sample follow-up,False,2025-07-03,74
CALL004557,2025-05-30,HCP0064,REP004,T004,PROD017,Follow-up,Rescheduled,41,Patient affordability,True,2025-06-13,74
CALL004558,2025-05-11,HCP0232,REP004,T004,PROD025,Follow-up,Rescheduled,21,Dose optimization,True,2025-06-03,83
CALL004559,2025-05-24,HCP0220,REP004,T004,PROD020,Follow-up,Rescheduled,36,Sample follow-up,True,2025-07-07,97
CALL004560,2025-05-13,HCP0184,REP004,T004,PROD025,Follow-up,Completed,35,Dose optimization,False,2025-06-26,27
CALL004561,2025-05-02,HCP0340,REP004,T004,PROD024,Ad hoc,Completed,14,Patient affordability,True,2025-05-22,69
CALL004562,2025-05-14,HCP0352,REP004,T004,PROD002,Follow-up,Completed,41,Dose optimization,False,2025-06-25,56
CALL004563,2025-05-14,HCP0352,REP004,T004,PROD010,Ad hoc,Completed,8,Conference invite,True,2025-06-04,77
CALL004564,2025-05-06,HCP0148,REP004,T004,PROD012,Ad hoc,Completed,13,Patient affordability,True,2025-05-27,58
CALL004565,2025-05-16,HCP0328,REP004,T004,PROD022,Planned,Rescheduled,38,Patient affordability,False,2025-06-27,41
CALL004566,2025-05-01,HCP0436,REP004,T004,PROD008,Follow-up,Completed,32,Conference invite,True,2025-06-10,63
CALL004567,2025-05-10,HCP0028,REP004,T004,PROD020,Ad hoc,Rescheduled,35,Dose optimization,True,2025-06-10,5
CALL004568,2025-05-28,HCP0268,REP004,T004,PROD012,Planned,Rescheduled,13,Patient affordability,True,2025-06-16,47
CALL004569,2025-05-09,HCP0280,REP004,T004,PROD016,Planned,Completed,45,Sample follow-up,False,2025-06-21,42
CALL004570,2025-05-13,HCP0100,REP004,T004,PROD016,Planned,Cancelled,36,Patient affordability,False,2025-06-13,46
CALL004571,2025-05-11,HCP0256,REP004,T004,PROD018,Follow-up,Completed,35,Dose optimization,False,2025-06-07,31
CALL004572,2025-05-09,HCP0256,REP004,T004,PROD018,Planned,Cancelled,26,New clinical evidence,False,2025-06-05,100
CALL004573,2025-05-15,HCP0004,REP004,T004,PROD024,Follow-up,Completed,35,Brand reminder,True,2025-06-28,50
CALL004574,2025-05-22,HCP0436,REP004,T004,PROD016,Follow-up,Completed,36,New clinical evidence,False,2025-06-15,95
CALL004575,2025-05-27,HCP0496,REP004,T004,PROD010,Planned,Completed,31,Dose optimization,True,2025-06-21,100
CALL004576,2025-05-22,HCP0352,REP004,T004,PROD010,Ad hoc,Rescheduled,39,Brand reminder,False,2025-06-17,89
CALL004577,2025-05-02,HCP0280,REP004,T004,PROD008,Follow-up,Cancelled,30,New clinical evidence,False,2025-06-07,29
CALL004578,2025-05-28,HCP0364,REP004,T004,PROD010,Follow-up,Completed,38,Patient affordability,True,2025-06-28,63
CALL004579,2025-05-10,HCP0076,REP004,T004,PROD014,Planned,Completed,42,New clinical evidence,False,2025-06-05,88
CALL004580,2025-05-11,HCP0328,REP004,T004,PROD022,Follow-up,Completed,35,Brand reminder,False,2025-06-05,45
CALL004581,2025-05-13,HCP0028,REP004,T004,PROD004,Ad hoc,Completed,32,Sample follow-up,False,2025-05-30,62
CALL004582,2025-05-05,HCP0472,REP004,T004,PROD020,Ad hoc,Completed,7,New clinical evidence,True,2025-05-31,28
CALL004583,2025-05-05,HCP0232,REP004,T004,PROD001,Ad hoc,Completed,24,Brand reminder,True,2025-06-15,74
CALL004584,2025-05-20,HCP0136,REP004,T004,PROD016,Follow-up,Completed,5,New clinical evidence,False,2025-06-25,79
CALL004585,2025-05-04,HCP0472,REP004,T004,PROD004,Planned,Completed,41,Patient affordability,False,2025-06-03,6
CALL004586,2025-05-04,HCP0184,REP004,T004,PROD001,Follow-up,Completed,34,Sample follow-up,True,2025-06-03,56
CALL004587,2025-05-04,HCP0449,REP005,T005,PROD015,Follow-up,Cancelled,14,New clinical evidence,True,2025-06-01,73
CALL004588,2025-05-20,HCP0041,REP005,T005,PROD015,Ad hoc,Cancelled,32,Conference invite,False,2025-06-12,28
CALL004589,2025-05-27,HCP0437,REP005,T005,PROD012,Follow-up,Completed,18,Conference invite,False,2025-07-02,87
CALL004590,2025-05-17,HCP0221,REP005,T005,PROD007,Ad hoc,Completed,20,Dose optimization,False,2025-06-15,40
CALL004591,2025-05-21,HCP0485,REP005,T005,PROD018,Planned,Completed,20,New clinical evidence,True,2025-07-02,61
CALL004592,2025-05-26,HCP0101,REP005,T005,PROD018,Ad hoc,Completed,41,Brand reminder,True,2025-07-04,21
CALL004593,2025-05-31,HCP0269,REP005,T005,PROD007,Ad hoc,Rescheduled,17,Brand reminder,False,2025-07-12,80
CALL004594,2025-05-09,HCP0461,REP005,T005,PROD006,Follow-up,Rescheduled,45,Patient affordability,True,2025-06-21,19
CALL004595,2025-05-23,HCP0305,REP005,T005,PROD021,Follow-up,Completed,36,Sample follow-up,True,2025-06-23,77
CALL004596,2025-05-28,HCP0065,REP005,T005,PROD002,Ad hoc,Completed,33,Brand reminder,False,2025-07-11,33
CALL004597,2025-05-13,HCP0377,REP005,T005,PROD021,Planned,Rescheduled,8,Patient affordability,True,2025-06-24,49
CALL004598,2025-05-13,HCP0125,REP005,T005,PROD022,Ad hoc,Rescheduled,25,Brand reminder,False,2025-06-02,96
CALL004599,2025-05-08,HCP0245,REP005,T005,PROD012,Follow-up,Completed,8,Brand reminder,True,2025-06-09,3
CALL004600,2025-05-23,HCP0197,REP005,T005,PROD005,Ad hoc,Rescheduled,11,Sample follow-up,True,2025-06-14,77
CALL004601,2025-05-26,HCP0209,REP005,T005,PROD009,Ad hoc,Completed,8,Brand reminder,False,2025-07-02,57
CALL004602,2025-05-10,HCP0401,REP005,T005,PROD004,Planned,Completed,27,Patient affordability,True,2025-05-29,75
CALL004603,2025-05-07,HCP0161,REP005,T005,PROD016,Follow-up,Rescheduled,10,New clinical evidence,True,2025-06-10,66
CALL004604,2025-05-13,HCP0233,REP005,T005,PROD012,Planned,Completed,10,Brand reminder,False,2025-05-30,89
CALL004605,2025-05-23,HCP0029,REP005,T005,PROD023,Follow-up,Completed,34,Patient affordability,True,2025-06-11,58
CALL004606,2025-05-31,HCP0281,REP005,T005,PROD011,Ad hoc,Completed,19,New clinical evidence,True,2025-06-20,91
CALL004607,2025-05-15,HCP0341,REP005,T005,PROD005,Follow-up,Completed,35,Conference invite,True,2025-06-03,1
CALL004608,2025-05-29,HCP0077,REP005,T005,PROD021,Follow-up,Cancelled,15,Dose optimization,True,2025-06-16,71
CALL004609,2025-05-30,HCP0473,REP005,T005,PROD002,Follow-up,Rescheduled,21,New clinical evidence,True,2025-07-09,10
CALL004610,2025-05-13,HCP0161,REP005,T005,PROD024,Follow-up,Completed,42,Dose optimization,False,2025-05-30,22
CALL004611,2025-05-28,HCP0497,REP005,T005,PROD012,Ad hoc,Completed,20,Patient affordability,True,2025-06-28,61
CALL004612,2025-05-27,HCP0065,REP005,T005,PROD002,Planned,Completed,7,Patient affordability,False,2025-06-13,11
CALL004613,2025-05-08,HCP0245,REP005,T005,PROD020,Follow-up,Rescheduled,12,Sample follow-up,False,2025-06-17,8
CALL004614,2025-05-13,HCP0113,REP005,T005,PROD010,Planned,Completed,22,Dose optimization,False,2025-06-23,54
CALL004615,2025-05-09,HCP0041,REP005,T005,PROD015,Ad hoc,Rescheduled,29,Brand reminder,False,2025-06-22,45
CALL004616,2025-05-06,HCP0005,REP005,T005,PROD013,Ad hoc,Completed,21,New clinical evidence,False,2025-06-05,85
CALL004617,2025-05-25,HCP0389,REP005,T005,PROD010,Follow-up,Completed,36,Patient affordability,False,2025-06-14,95
CALL004618,2025-05-04,HCP0378,REP006,T006,PROD015,Ad hoc,Completed,40,Sample follow-up,True,2025-06-11,8
CALL004619,2025-05-01,HCP0282,REP006,T006,PROD018,Follow-up,Cancelled,36,Conference invite,False,2025-06-06,63
CALL004620,2025-05-06,HCP0030,REP006,T006,PROD019,Follow-up,Completed,40,Dose optimization,False,2025-05-22,34
CALL004621,2025-05-10,HCP0210,REP006,T006,PROD022,Ad hoc,Completed,22,Conference invite,True,2025-06-09,99
CALL004622,2025-05-13,HCP0114,REP006,T006,PROD019,Follow-up,Completed,6,Sample follow-up,True,2025-06-18,6
CALL004623,2025-05-27,HCP0054,REP006,T006,PROD010,Ad hoc,Completed,37,Conference invite,False,2025-06-21,53
CALL004624,2025-05-29,HCP0390,REP006,T006,PROD016,Ad hoc,Completed,7,Patient affordability,True,2025-06-28,9
CALL004625,2025-05-19,HCP0318,REP006,T006,PROD024,Planned,Completed,23,Brand reminder,True,2025-06-30,49
CALL004626,2025-05-15,HCP0414,REP006,T006,PROD002,Planned,Completed,32,Sample follow-up,True,2025-06-14,29
CALL004627,2025-05-19,HCP0330,REP006,T006,PROD011,Follow-up,Completed,19,Sample follow-up,False,2025-06-27,53
CALL004628,2025-05-02,HCP0078,REP006,T006,PROD021,Planned,Completed,34,New clinical evidence,False,2025-05-18,4
CALL004629,2025-05-01,HCP0378,REP006,T006,PROD015,Ad hoc,Completed,27,New clinical evidence,True,2025-05-15,58
CALL004630,2025-05-09,HCP0366,REP006,T006,PROD024,Ad hoc,Completed,28,Patient affordability,False,2025-06-19,14
CALL004631,2025-05-14,HCP0402,REP006,T006,PROD019,Ad hoc,Rescheduled,7,Dose optimization,False,2025-06-28,17
CALL004632,2025-05-24,HCP0066,REP006,T006,PROD024,Planned,Completed,40,Brand reminder,False,2025-06-14,34
CALL004633,2025-05-31,HCP0162,REP006,T006,PROD006,Planned,Completed,12,Patient affordability,True,2025-07-12,23
CALL004634,2025-05-16,HCP0282,REP006,T006,PROD018,Planned,Completed,32,Dose optimization,False,2025-06-02,68
CALL004635,2025-05-06,HCP0438,REP006,T006,PROD007,Planned,Completed,27,Sample follow-up,False,2025-06-07,89
CALL004636,2025-05-29,HCP0354,REP006,T006,PROD024,Follow-up,Completed,39,Sample follow-up,True,2025-06-17,23
CALL004637,2025-05-25,HCP0126,REP006,T006,PROD016,Planned,Completed,8,Sample follow-up,True,2025-07-04,13
CALL004638,2025-05-18,HCP0006,REP006,T006,PROD018,Ad hoc,Completed,36,Conference invite,True,2025-06-05,52
CALL004639,2025-05-23,HCP0498,REP006,T006,PROD002,Follow-up,Completed,30,Conference invite,True,2025-07-05,8
CALL004640,2025-05-30,HCP0174,REP006,T006,PROD014,Ad hoc,Completed,44,New clinical evidence,False,2025-06-20,51
CALL004641,2025-05-25,HCP0342,REP006,T006,PROD011,Follow-up,Completed,31,Brand reminder,False,2025-06-30,70
CALL004642,2025-05-07,HCP0306,REP006,T006,PROD020,Planned,Completed,13,Patient affordability,True,2025-06-14,66
CALL004643,2025-05-26,HCP0151,REP007,T007,PROD009,Planned,Completed,16,Patient affordability,False,2025-07-02,6
CALL004644,2025-05-13,HCP0427,REP007,T007,PROD006,Planned,Completed,44,Dose optimization,False,2025-06-09,84
CALL004645,2025-05-30,HCP0427,REP007,T007,PROD014,Follow-up,Completed,17,Conference invite,False,2025-06-20,97
CALL004646,2025-05-21,HCP0043,REP007,T007,PROD005,Ad hoc,Completed,25,Sample follow-up,False,2025-06-22,31
CALL004647,2025-05-31,HCP0439,REP007,T007,PROD008,Planned,Completed,22,Dose optimization,True,2025-06-28,90
CALL004648,2025-05-01,HCP0247,REP007,T007,PROD025,Follow-up,Completed,45,Dose optimization,True,2025-06-08,36
CALL004649,2025-05-08,HCP0439,REP007,T007,PROD024,Follow-up,Completed,5,Patient affordability,False,2025-06-20,79
CALL004650,2025-05-27,HCP0043,REP007,T007,PROD021,Follow-up,Cancelled,40,Brand reminder,True,2025-06-26,61
CALL004651,2025-05-16,HCP0007,REP007,T007,PROD003,Follow-up,Completed,6,Brand reminder,False,2025-06-26,34
CALL004652,2025-05-07,HCP0283,REP007,T007,PROD007,Planned,Completed,25,Conference invite,True,2025-05-28,80
CALL004653,2025-05-30,HCP0415,REP007,T007,PROD012,Ad hoc,Completed,35,Brand reminder,True,2025-07-01,24
CALL004654,2025-05-01,HCP0379,REP007,T007,PROD011,Follow-up,Completed,15,Sample follow-up,False,2025-05-15,57
CALL004655,2025-05-11,HCP0127,REP007,T007,PROD016,Planned,Completed,28,Conference invite,True,2025-06-17,10
CALL004656,2025-05-29,HCP0247,REP007,T007,PROD017,Planned,Completed,26,Brand reminder,False,2025-07-11,11
CALL004657,2025-05-18,HCP0067,REP007,T007,PROD025,Follow-up,Completed,27,New clinical evidence,False,2025-06-08,27
CALL004658,2025-05-23,HCP0475,REP007,T007,PROD018,Follow-up,Completed,45,Patient affordability,True,2025-06-07,46
CALL004659,2025-05-04,HCP0067,REP007,T007,PROD017,Follow-up,Completed,5,Dose optimization,False,2025-05-20,36
CALL004660,2025-05-11,HCP0283,REP007,T007,PROD007,Follow-up,Completed,18,Brand reminder,True,2025-06-24,53
CALL004661,2025-05-26,HCP0475,REP007,T007,PROD002,Follow-up,Completed,41,Sample follow-up,False,2025-07-07,29
CALL004662,2025-05-27,HCP0391,REP007,T007,PROD012,Planned,Completed,41,Brand reminder,False,2025-06-21,27
CALL004663,2025-05-13,HCP0463,REP007,T007,PROD004,Ad hoc,Cancelled,31,Brand reminder,False,2025-05-29,57
CALL004664,2025-05-10,HCP0067,REP007,T007,PROD009,Planned,Rescheduled,18,Dose optimization,True,2025-06-12,79
CALL004665,2025-05-21,HCP0067,REP007,T007,PROD009,Planned,Completed,41,Brand reminder,False,2025-06-28,75
CALL004666,2025-05-14,HCP0223,REP007,T007,PROD004,Ad hoc,Completed,27,Conference invite,True,2025-06-02,85
CALL004667,2025-05-31,HCP0235,REP007,T007,PROD024,Follow-up,Completed,22,Patient affordability,False,2025-06-21,48
CALL004668,2025-05-19,HCP0031,REP007,T007,PROD022,Planned,Completed,23,Dose optimization,True,2025-06-08,69
CALL004669,2025-05-18,HCP0343,REP007,T007,PROD020,Ad hoc,Completed,19,Brand reminder,True,2025-06-09,26
CALL004670,2025-05-05,HCP0007,REP007,T007,PROD011,Planned,Completed,20,Brand reminder,True,2025-05-25,85
CALL004671,2025-05-01,HCP0439,REP007,T007,PROD016,Ad hoc,Completed,6,Sample follow-up,True,2025-06-15,3
