sales_id,sale_date,sale_month,hcp_id,territory_id,rep_id,product_id,units_sold,gross_sales,discount_amount,net_sales,sales_channel
SALE001945,2025-02-12,2025-02,HCP0256,T004,REP040,PROD018,75,240441.0,10720.75,229720.25,Hospital
SALE001946,2025-02-17,2025-02,HCP0436,T004,REP040,PROD024,13,1662.31,78.94,1583.37,Retail
SALE001947,2025-02-21,2025-02,HCP0460,T004,REP040,PROD014,52,81795.48,3917.76,77877.72,Retail
SALE001948,2025-02-15,2025-02,HCP0268,T004,REP040,PROD020,56,239415.68,33374.68,206041.0,Distributor
SALE001949,2025-02-26,2025-02,HCP0028,T004,REP040,PROD004,59,143895.69,13979.11,129916.58,Hospital
SALE001950,2025-02-18,2025-02,HCP0100,T004,REP040,PROD008,10,42162.0,6082.4,36079.6,Distributor
SALE001951,2025-02-22,2025-02,HCP0076,T004,REP040,PROD022,42,127471.26,17126.41,110344.85,Hospital
SALE001952,2025-02-15,2025-02,HCP0436,T004,REP040,PROD024,59,7544.33,152.85,7391.48,Retail
SALE001953,2025-02-11,2025-02,HCP0304,T004,REP040,PROD001,75,122015.25,7702.29,114312.96,Distributor
SALE001954,2025-02-20,2025-02,HCP0388,T004,REP040,PROD023,47,156740.3,24280.8,132459.5,Retail
SALE001955,2025-02-19,2025-02,HCP0424,T004,REP040,PROD007,52,137359.56,15425.84,121933.72,Hospital
SALE001956,2025-02-15,2025-02,HCP0448,T004,REP040,PROD011,73,311991.05,24810.67,287180.38,Retail
SALE001957,2025-02-28,2025-02,HCP0172,T004,REP040,PROD022,16,48560.48,3153.8,45406.68,Retail
SALE001958,2025-02-18,2025-02,HCP0280,T004,REP040,PROD024,44,5626.28,599.34,5026.94,Hospital
SALE001959,2025-02-21,2025-02,HCP0028,T004,REP040,PROD020,90,384775.2,54244.4,330530.8,Hospital
SALE001960,2025-02-16,2025-02,HCP0196,T004,REP040,PROD010,43,10472.22,1546.12,8926.1,Retail
SALE001961,2025-02-05,2025-02,HCP0388,T004,REP040,PROD023,36,120056.4,3995.44,116060.96,Retail
SALE001962,2025-02-16,2025-02,HCP0388,T004,REP040,PROD023,30,100047.0,12309.78,87737.22,Distributor
SALE001963,2025-03-05,2025-03,HCP0265,T001,REP001,PROD023,90,300141.0,34354.68,265786.32,Hospital
SALE001964,2025-03-11,2025-03,HCP0217,T001,REP001,PROD013,36,41000.04,5718.11,35281.93,Distributor
SALE001965,2025-03-17,2025-03,HCP0253,T001,REP001,PROD014,27,42470.73,1145.16,41325.57,Retail
SALE001966,2025-03-04,2025-03,HCP0277,T001,REP001,PROD004,96,234135.36,30854.21,203281.15,Distributor
SALE001967,2025-03-18,2025-03,HCP0133,T001,REP001,PROD010,63,15343.02,2394.02,12949.0,Hospital
SALE001968,2025-03-07,2025-03,HCP0217,T001,REP001,PROD005,16,8937.44,1092.13,7845.31,Distributor
SALE001969,2025-03-11,2025-03,HCP0397,T001,REP001,PROD020,63,269342.64,6829.92,262512.72,Distributor
SALE001970,2025-03-04,2025-03,HCP0457,T001,REP001,PROD011,138,589791.3,19227.2,570564.1,Hospital
SALE001971,2025-03-28,2025-03,HCP0073,T001,REP001,PROD019,18,25951.14,1974.12,23977.02,Distributor
SALE001972,2025-03-05,2025-03,HCP0037,T001,REP001,PROD013,95,108194.55,12782.6,95411.95,Hospital
SALE001973,2025-03-24,2025-03,HCP0253,T001,REP001,PROD006,39,144117.87,9505.02,134612.85,Retail
SALE001974,2025-03-17,2025-03,HCP0097,T001,REP001,PROD024,32,4091.84,237.97,3853.87,Distributor
SALE001975,2025-03-16,2025-03,HCP0373,T001,REP001,PROD024,63,8055.81,325.9,7729.91,Distributor
SALE001976,2025-03-05,2025-03,HCP0145,T001,REP001,PROD011,49,209418.65,20650.41,188768.24,Hospital
SALE001977,2025-03-30,2025-03,HCP0265,T001,REP001,PROD007,75,198114.75,30670.97,167443.78,Distributor
SALE001978,2025-03-05,2025-03,HCP0073,T001,REP001,PROD011,76,324812.6,29211.18,295601.42,Hospital
SALE001979,2025-03-23,2025-03,HCP0013,T001,REP001,PROD022,120,364203.6,22591.02,341612.58,Distributor
SALE001980,2025-03-14,2025-03,HCP0445,T001,REP001,PROD017,75,287069.25,37510.17,249559.08,Retail
SALE001981,2025-03-24,2025-03,HCP0265,T001,REP001,PROD023,24,80037.6,6352.34,73685.26,Distributor
SALE001982,2025-03-29,2025-03,HCP0049,T001,REP001,PROD018,16,51294.08,5628.65,45665.43,Hospital
SALE001983,2025-03-13,2025-03,HCP0361,T001,REP001,PROD002,106,138278.06,15257.38,123020.68,Hospital
SALE001984,2025-03-05,2025-03,HCP0193,T001,REP001,PROD014,27,42470.73,4264.64,38206.09,Hospital
SALE001985,2025-03-16,2025-03,HCP0097,T001,REP001,PROD016,52,11230.96,938.88,10292.08,Distributor
SALE001986,2025-03-01,2025-03,HCP0241,T001,REP001,PROD016,64,13822.72,1463.34,12359.38,Hospital
SALE001987,2025-03-21,2025-03,HCP0457,T001,REP001,PROD011,106,453028.1,12222.65,440805.45,Retail
SALE001988,2025-03-27,2025-03,HCP0229,T001,REP001,PROD024,63,8055.81,710.22,7345.59,Distributor
SALE001989,2025-03-09,2025-03,HCP0241,T001,REP001,PROD024,122,15600.14,611.25,14988.89,Retail
SALE001990,2025-03-07,2025-03,HCP0337,T001,REP001,PROD002,9,11740.59,820.74,10919.85,Hospital
SALE001991,2025-03-29,2025-03,HCP0001,T001,REP001,PROD015,42,136927.98,9194.32,127733.66,Retail
SALE001992,2025-03-19,2025-03,HCP0038,T002,REP002,PROD013,36,41000.04,3311.14,37688.9,Retail
SALE001993,2025-03-12,2025-03,HCP0170,T002,REP002,PROD011,126,538505.1,11997.18,526507.92,Retail
SALE001994,2025-03-21,2025-03,HCP0422,T002,REP002,PROD005,57,31839.63,2018.13,29821.5,Distributor
SALE001995,2025-03-08,2025-03,HCP0242,T002,REP002,PROD016,51,11014.98,614.03,10400.95,Distributor
SALE001996,2025-03-05,2025-03,HCP0074,T002,REP002,PROD023,53,176749.7,17256.29,159493.41,Retail
SALE001997,2025-03-07,2025-03,HCP0446,T002,REP002,PROD014,74,116401.26,12649.8,103751.46,Hospital
SALE001998,2025-03-03,2025-03,HCP0314,T002,REP002,PROD016,54,11662.92,873.3,10789.62,Retail
SALE001999,2025-03-13,2025-03,HCP0398,T002,REP002,PROD018,56,179529.28,11631.75,167897.53,Hospital
SALE002000,2025-03-26,2025-03,HCP0146,T002,REP002,PROD016,43,9287.14,507.18,8779.96,Hospital
SALE002001,2025-03-08,2025-03,HCP0026,T002,REP002,PROD011,82,350455.7,25427.97,325027.73,Retail
SALE002002,2025-03-19,2025-03,HCP0206,T002,REP002,PROD010,20,4870.8,701.59,4169.21,Retail
SALE002003,2025-03-27,2025-03,HCP0230,T002,REP002,PROD016,57,12310.86,1577.2,10733.66,Hospital
SALE002004,2025-03-03,2025-03,HCP0194,T002,REP002,PROD016,14,3023.72,240.16,2783.56,Retail
SALE002005,2025-03-25,2025-03,HCP0242,T002,REP002,PROD008,16,67459.2,7949.85,59509.35,Distributor
SALE002006,2025-03-05,2025-03,HCP0350,T002,REP002,PROD018,12,38470.56,5168.83,33301.73,Hospital
SALE002007,2025-03-31,2025-03,HCP0242,T002,REP002,PROD024,59,7544.33,742.92,6801.41,Retail
SALE002008,2025-03-12,2025-03,HCP0134,T002,REP002,PROD014,45,70784.55,6817.95,63966.6,Distributor
SALE002009,2025-03-07,2025-03,HCP0278,T002,REP002,PROD013,22,25055.58,1273.53,23782.05,Distributor
SALE002010,2025-03-31,2025-03,HCP0182,T002,REP002,PROD023,26,86707.4,10472.27,76235.13,Retail
SALE002011,2025-03-19,2025-03,HCP0170,T002,REP002,PROD019,72,103804.56,9496.92,94307.64,Distributor
SALE002012,2025-03-22,2025-03,HCP0410,T002,REP002,PROD024,80,10229.6,861.65,9367.95,Hospital
SALE002013,2025-03-19,2025-03,HCP0086,T002,REP002,PROD013,39,44416.71,2881.63,41535.08,Hospital
SALE002014,2025-03-12,2025-03,HCP0122,T002,REP002,PROD014,61,95952.39,2660.82,93291.57,Hospital
SALE002015,2025-03-30,2025-03,HCP0482,T002,REP002,PROD002,100,130451.0,18406.88,112044.12,Retail
SALE002016,2025-03-16,2025-03,HCP0195,T003,REP003,PROD016,20,4319.6,461.91,3857.69,Hospital
SALE002017,2025-03-25,2025-03,HCP0231,T003,REP003,PROD001,66,107373.42,14274.64,93098.78,Retail
SALE002018,2025-03-13,2025-03,HCP0387,T003,REP003,PROD001,124,201731.88,30672.09,171059.79,Distributor
SALE002019,2025-03-20,2025-03,HCP0063,T003,REP003,PROD002,61,79575.11,6528.12,73046.99,Retail
SALE002020,2025-03-27,2025-03,HCP0399,T003,REP003,PROD005,25,13964.75,893.89,13070.86,Hospital
SALE002021,2025-03-17,2025-03,HCP0459,T003,REP003,PROD022,111,336888.33,37609.95,299278.38,Hospital
SALE002022,2025-03-26,2025-03,HCP0195,T003,REP003,PROD024,64,8183.68,201.73,7981.95,Retail
SALE002023,2025-03-01,2025-03,HCP0495,T003,REP003,PROD017,16,61241.44,7313.99,53927.45,Retail
SALE002024,2025-03-23,2025-03,HCP0015,T003,REP003,PROD001,54,87850.98,6832.21,81018.77,Hospital
SALE002025,2025-03-15,2025-03,HCP0279,T003,REP003,PROD002,37,48266.87,3481.15,44785.72,Hospital
SALE002026,2025-03-30,2025-03,HCP0003,T003,REP003,PROD004,136,331691.76,40565.3,291126.46,Retail
SALE002027,2025-03-16,2025-03,HCP0219,T003,REP003,PROD024,61,7800.07,349.08,7450.99,Hospital
SALE002028,2025-03-26,2025-03,HCP0159,T003,REP003,PROD002,90,117405.9,10013.02,107392.88,Distributor
SALE002029,2025-03-07,2025-03,HCP0111,T003,REP003,PROD024,50,6393.5,214.32,6179.18,Distributor
SALE002030,2025-03-10,2025-03,HCP0075,T003,REP003,PROD003,39,157694.55,23939.3,133755.25,Retail
SALE002031,2025-03-22,2025-03,HCP0231,T003,REP003,PROD009,13,15029.17,1426.32,13602.85,Retail
SALE002032,2025-03-23,2025-03,HCP0015,T003,REP003,PROD001,61,99239.07,7156.58,92082.49,Distributor
SALE002033,2025-03-22,2025-03,HCP0495,T003,REP003,PROD017,62,237310.58,6433.87,230876.71,Retail
SALE002034,2025-03-22,2025-03,HCP0351,T003,REP003,PROD016,60,12958.8,693.29,12265.51,Retail
SALE002035,2025-03-31,2025-03,HCP0423,T003,REP003,PROD023,38,126726.2,6333.83,120392.37,Distributor
SALE002036,2025-03-17,2025-03,HCP0183,T003,REP003,PROD011,22,94024.7,9603.09,84421.61,Hospital
SALE002037,2025-03-28,2025-03,HCP0051,T003,REP003,PROD024,45,5754.15,171.31,5582.84,Distributor
SALE002038,2025-03-19,2025-03,HCP0315,T003,REP003,PROD005,9,5027.31,528.47,4498.84,Hospital
SALE002039,2025-03-10,2025-03,HCP0027,T003,REP003,PROD001,93,151298.91,23226.07,128072.84,Distributor
SALE002040,2025-03-14,2025-03,HCP0304,T004,REP004,PROD025,31,8117.04,919.7,7197.34,Distributor
SALE002041,2025-03-13,2025-03,HCP0376,T004,REP004,PROD024,57,7288.59,1072.49,6216.1,Distributor
SALE002042,2025-03-11,2025-03,HCP0496,T004,REP004,PROD010,8,1948.32,221.97,1726.35,Retail
SALE002043,2025-03-10,2025-03,HCP0028,T004,REP004,PROD020,73,312095.44,13049.63,299045.81,Hospital
SALE002044,2025-03-02,2025-03,HCP0484,T004,REP004,PROD005,61,34073.99,3962.79,30111.2,Hospital
SALE002045,2025-03-17,2025-03,HCP0052,T004,REP004,PROD017,118,451655.62,55482.73,396172.89,Retail
SALE002046,2025-03-13,2025-03,HCP0232,T004,REP004,PROD025,51,13353.84,298.51,13055.33,Retail
SALE002047,2025-03-12,2025-03,HCP0484,T004,REP004,PROD005,12,6703.08,646.83,6056.25,Distributor
SALE002048,2025-03-08,2025-03,HCP0328,T004,REP004,PROD014,72,113255.28,14863.84,98391.44,Hospital
SALE002049,2025-03-18,2025-03,HCP0028,T004,REP004,PROD020,19,81230.32,7298.19,73932.13,Hospital
SALE002050,2025-03-04,2025-03,HCP0352,T004,REP004,PROD018,27,86558.76,6504.32,80054.44,Hospital
SALE002051,2025-03-10,2025-03,HCP0256,T004,REP004,PROD002,64,83488.64,12411.79,71076.85,Retail
SALE002052,2025-03-19,2025-03,HCP0184,T004,REP004,PROD009,18,20809.62,1839.36,18970.26,Distributor
SALE002053,2025-03-21,2025-03,HCP0424,T004,REP004,PROD023,6,20009.4,521.01,19488.39,Retail
SALE002054,2025-03-25,2025-03,HCP0100,T004,REP004,PROD024,42,5370.54,350.74,5019.8,Distributor
SALE002055,2025-03-31,2025-03,HCP0148,T004,REP004,PROD012,19,27999.35,3871.17,24128.18,Distributor
SALE002056,2025-03-18,2025-03,HCP0280,T004,REP004,PROD008,12,50594.4,3746.13,46848.27,Hospital
SALE002057,2025-03-08,2025-03,HCP0124,T004,REP004,PROD003,21,84912.45,11213.98,73698.47,Hospital
SALE002058,2025-03-04,2025-03,HCP0184,T004,REP004,PROD025,63,16495.92,2507.38,13988.54,Distributor
SALE002059,2025-03-05,2025-03,HCP0388,T004,REP004,PROD023,50,166745.0,13649.43,153095.57,Retail
SALE002060,2025-03-27,2025-03,HCP0256,T004,REP004,PROD010,23,5601.42,252.55,5348.87,Hospital
SALE002061,2025-03-28,2025-03,HCP0016,T004,REP004,PROD008,126,531241.2,46545.85,484695.35,Hospital
SALE002062,2025-03-06,2025-03,HCP0316,T004,REP004,PROD024,20,2557.4,269.11,2288.29,Hospital
SALE002063,2025-03-11,2025-03,HCP0473,T005,REP005,PROD018,45,144264.6,7903.45,136361.15,Hospital
SALE002064,2025-03-03,2025-03,HCP0053,T005,REP005,PROD006,64,236501.12,4872.44,231628.68,Retail
SALE002065,2025-03-16,2025-03,HCP0209,T005,REP005,PROD009,70,80926.3,10950.59,69975.71,Retail
SALE002066,2025-03-06,2025-03,HCP0233,T005,REP005,PROD004,56,136578.96,6739.73,129839.23,Distributor
SALE002067,2025-03-07,2025-03,HCP0077,T005,REP005,PROD005,74,41335.66,1789.42,39546.24,Distributor
SALE002068,2025-03-30,2025-03,HCP0389,T005,REP005,PROD018,62,198764.56,26029.31,172735.25,Retail
SALE002069,2025-03-29,2025-03,HCP0017,T005,REP005,PROD007,8,21132.24,1488.41,19643.83,Distributor
SALE002070,2025-03-26,2025-03,HCP0029,T005,REP005,PROD007,100,264153.0,23757.58,240395.42,Distributor
SALE002071,2025-03-13,2025-03,HCP0389,T005,REP005,PROD018,32,102588.16,8693.68,93894.48,Distributor
SALE002072,2025-03-02,2025-03,HCP0485,T005,REP005,PROD018,31,99382.28,5470.11,93912.17,Retail
SALE002073,2025-03-26,2025-03,HCP0017,T005,REP005,PROD023,7,23344.3,2020.25,21324.05,Distributor
SALE002074,2025-03-01,2025-03,HCP0425,T005,REP005,PROD002,40,52180.4,5094.36,47086.04,Distributor
SALE002075,2025-03-09,2025-03,HCP0413,T005,REP005,PROD024,61,7800.07,307.54,7492.53,Distributor
SALE002076,2025-03-22,2025-03,HCP0389,T005,REP005,PROD018,7,22441.16,660.09,21781.07,Retail
SALE002077,2025-03-05,2025-03,HCP0269,T005,REP005,PROD007,90,237737.7,25599.72,212137.98,Distributor
SALE002078,2025-03-06,2025-03,HCP0197,T005,REP005,PROD021,87,131343.9,6266.98,125076.92,Hospital
SALE002079,2025-03-31,2025-03,HCP0317,T005,REP005,PROD007,34,89812.02,7799.65,82012.37,Retail
SALE002080,2025-03-31,2025-03,HCP0029,T005,REP005,PROD015,108,352100.52,43212.36,308888.16,Hospital
SALE002081,2025-03-29,2025-03,HCP0401,T005,REP005,PROD012,133,195995.45,24705.52,171289.93,Hospital
SALE002082,2025-03-27,2025-03,HCP0449,T005,REP005,PROD023,22,73367.8,5588.92,67778.88,Distributor
SALE002083,2025-03-06,2025-03,HCP0221,T005,REP005,PROD023,135,450211.5,12155.97,438055.53,Hospital
SALE002084,2025-03-28,2025-03,HCP0449,T005,REP005,PROD007,40,105661.2,14573.39,91087.81,Distributor
SALE002085,2025-03-04,2025-03,HCP0305,T005,REP005,PROD005,127,70940.93,10159.47,60781.46,Distributor
SALE002086,2025-03-13,2025-03,HCP0377,T005,REP005,PROD005,80,44687.2,5670.99,39016.21,Hospital
SALE002087,2025-03-06,2025-03,HCP0065,T005,REP005,PROD010,17,4140.18,335.05,3805.13,Distributor
SALE002088,2025-03-30,2025-03,HCP0377,T005,REP005,PROD021,62,93601.4,13709.77,79891.63,Retail
SALE002089,2025-03-11,2025-03,HCP0269,T005,REP005,PROD023,96,320150.4,17557.26,302593.14,Hospital
SALE002090,2025-03-13,2025-03,HCP0149,T005,REP005,PROD011,36,153858.6,23767.38,130091.22,Retail
SALE002091,2025-03-30,2025-03,HCP0089,T005,REP005,PROD021,22,33213.4,5307.98,27905.42,Hospital
SALE002092,2025-03-18,2025-03,HCP0486,T006,REP006,PROD013,13,14805.57,1463.03,13342.54,Hospital
SALE002093,2025-03-08,2025-03,HCP0270,T006,REP006,PROD013,21,23916.69,1191.19,22725.5,Retail
SALE002094,2025-03-06,2025-03,HCP0054,T006,REP006,PROD018,32,102588.16,5976.59,96611.57,Retail
SALE002095,2025-03-21,2025-03,HCP0186,T006,REP006,PROD016,79,17062.42,2161.17,14901.25,Distributor
SALE002096,2025-03-28,2025-03,HCP0162,T006,REP006,PROD006,40,147813.2,7851.79,139961.41,Retail
SALE002097,2025-03-20,2025-03,HCP0054,T006,REP006,PROD010,36,8767.44,1312.02,7455.42,Hospital
SALE002098,2025-03-14,2025-03,HCP0030,T006,REP006,PROD019,36,51902.28,5991.18,45911.1,Retail
SALE002099,2025-03-05,2025-03,HCP0018,T006,REP006,PROD012,99,145891.35,22675.43,123215.92,Hospital
SALE002100,2025-03-18,2025-03,HCP0210,T006,REP006,PROD006,64,236501.12,25809.21,210691.91,Hospital
SALE002101,2025-03-24,2025-03,HCP0270,T006,REP006,PROD005,32,17874.88,1422.94,16451.94,Distributor
SALE002102,2025-03-01,2025-03,HCP0042,T006,REP006,PROD021,46,69446.2,1948.34,67497.86,Distributor
SALE002103,2025-03-14,2025-03,HCP0294,T006,REP006,PROD016,60,12958.8,1935.69,11023.11,Retail
SALE002104,2025-03-22,2025-03,HCP0390,T006,REP006,PROD016,60,12958.8,584.17,12374.63,Hospital
SALE002105,2025-03-23,2025-03,HCP0006,T006,REP006,PROD010,52,12664.08,543.97,12120.11,Hospital
SALE002106,2025-03-21,2025-03,HCP0198,T006,REP006,PROD004,20,48778.2,3783.17,44995.03,Distributor
SALE002107,2025-03-29,2025-03,HCP0354,T006,REP006,PROD024,45,5754.15,568.43,5185.72,Hospital
SALE002108,2025-03-04,2025-03,HCP0114,T006,REP006,PROD019,16,23067.68,2614.76,20452.92,Hospital
SALE002109,2025-03-02,2025-03,HCP0210,T006,REP006,PROD022,51,154786.53,13268.72,141517.81,Hospital
SALE002110,2025-03-10,2025-03,HCP0246,T006,REP006,PROD007,70,184907.1,20404.77,164502.33,Retail
SALE002111,2025-03-14,2025-03,HCP0390,T006,REP006,PROD008,16,67459.2,3368.41,64090.79,Hospital
SALE002112,2025-03-08,2025-03,HCP0030,T006,REP006,PROD011,122,521409.7,64522.67,456887.03,Retail
SALE002113,2025-03-11,2025-03,HCP0474,T006,REP006,PROD004,49,119506.59,3344.07,116162.52,Hospital
SALE002114,2025-03-22,2025-03,HCP0187,T007,REP007,PROD002,48,62616.48,6624.91,55991.57,Distributor
SALE002115,2025-03-20,2025-03,HCP0211,T007,REP007,PROD008,56,236107.2,16083.4,220023.8,Retail
SALE002116,2025-03-11,2025-03,HCP0103,T007,REP007,PROD013,86,97944.54,3379.15,94565.39,Retail
SALE002117,2025-03-31,2025-03,HCP0055,T007,REP007,PROD016,46,9935.08,799.74,9135.34,Distributor
SALE002118,2025-03-19,2025-03,HCP0163,T007,REP007,PROD022,50,151751.5,8449.21,143302.29,Retail
SALE002119,2025-03-20,2025-03,HCP0103,T007,REP007,PROD013,37,42138.93,5716.53,36422.4,Distributor
SALE002120,2025-03-30,2025-03,HCP0295,T007,REP007,PROD006,63,232805.79,13601.87,219203.92,Retail
SALE002121,2025-03-31,2025-03,HCP0055,T007,REP007,PROD024,46,5882.02,332.44,5549.58,Hospital
SALE002122,2025-03-21,2025-03,HCP0091,T007,REP007,PROD005,54,30163.86,1965.52,28198.34,Distributor
SALE002123,2025-03-24,2025-03,HCP0439,T007,REP007,PROD016,106,22893.88,1107.18,21786.7,Hospital
SALE002124,2025-03-30,2025-03,HCP0295,T007,REP007,PROD022,10,30350.3,2347.79,28002.51,Distributor
SALE002125,2025-03-16,2025-03,HCP0199,T007,REP007,PROD018,122,391117.36,40820.8,350296.56,Hospital
SALE002126,2025-03-01,2025-03,HCP0343,T007,REP007,PROD004,32,78045.12,1703.39,76341.73,Hospital
SALE002127,2025-03-05,2025-03,HCP0043,T007,REP007,PROD021,22,33213.4,1106.61,32106.79,Hospital
SALE002128,2025-03-31,2025-03,HCP0175,T007,REP007,PROD010,9,2191.86,326.33,1865.53,Retail
SALE002129,2025-03-09,2025-03,HCP0007,T007,REP007,PROD003,51,206215.95,32034.89,174181.06,Retail
SALE002130,2025-03-11,2025-03,HCP0271,T007,REP007,PROD002,48,62616.48,1546.79,61069.69,Hospital
SALE002131,2025-03-08,2025-03,HCP0367,T007,REP007,PROD009,36,41619.24,5591.0,36028.24,Hospital
SALE002132,2025-03-21,2025-03,HCP0295,T007,REP007,PROD006,56,206938.48,21618.46,185320.02,Retail
SALE002133,2025-03-20,2025-03,HCP0271,T007,REP007,PROD010,108,26302.32,2672.1,23630.22,Distributor
SALE002134,2025-03-23,2025-03,HCP0367,T007,REP007,PROD025,52,13615.68,1878.92,11736.76,Distributor
SALE002135,2025-03-14,2025-03,HCP0475,T007,REP007,PROD010,60,14612.4,1035.85,13576.55,Hospital
SALE002136,2025-03-20,2025-03,HCP0055,T007,REP007,PROD024,27,3452.49,178.78,3273.71,Distributor
SALE002137,2025-03-17,2025-03,HCP0175,T007,REP007,PROD018,34,108999.92,7385.27,101614.65,Distributor
SALE002138,2025-03-23,2025-03,HCP0367,T007,REP007,PROD017,44,168413.96,20218.04,148195.92,Distributor
SALE002139,2025-03-03,2025-03,HCP0259,T007,REP007,PROD015,54,176050.26,19400.98,156649.28,Retail
SALE002140,2025-03-28,2025-03,HCP0235,T007,REP007,PROD024,35,4475.45,679.99,3795.46,Hospital
SALE002141,2025-03-16,2025-03,HCP0320,T008,REP008,PROD007,16,42264.48,2554.29,39710.19,Distributor
SALE002142,2025-03-17,2025-03,HCP0356,T008,REP008,PROD018,64,205176.32,5618.03,199558.29,Distributor
SALE002143,2025-03-20,2025-03,HCP0392,T008,REP008,PROD024,28,3580.36,308.39,3271.97,Hospital
SALE002144,2025-03-03,2025-03,HCP0380,T008,REP008,PROD001,90,146418.3,4658.76,141759.54,Hospital
SALE002145,2025-03-27,2025-03,HCP0464,T008,REP008,PROD025,30,7855.2,717.81,7137.39,Retail
SALE002146,2025-03-25,2025-03,HCP0248,T008,REP008,PROD024,25,3196.75,216.85,2979.9,Distributor
SALE002147,2025-03-03,2025-03,HCP0212,T008,REP008,PROD010,76,18509.04,1070.93,17438.11,Hospital
SALE002148,2025-03-21,2025-03,HCP0404,T008,REP008,PROD002,63,82184.13,2714.99,79469.14,Retail
SALE002149,2025-03-22,2025-03,HCP0188,T008,REP008,PROD003,16,64695.2,5291.35,59403.85,Retail
SALE002150,2025-03-10,2025-03,HCP0008,T008,REP008,PROD018,40,128235.2,16991.55,111243.65,Hospital
SALE002151,2025-03-05,2025-03,HCP0008,T008,REP008,PROD002,72,93924.72,9148.49,84776.23,Retail
SALE002152,2025-03-28,2025-03,HCP0020,T008,REP008,PROD007,15,39622.95,6267.95,33355.0,Hospital
SALE002153,2025-03-18,2025-03,HCP0488,T008,REP008,PROD008,44,185512.8,22256.12,163256.68,Retail
SALE002154,2025-03-17,2025-03,HCP0284,T008,REP008,PROD007,13,34339.89,1674.24,32665.65,Hospital
SALE002155,2025-03-20,2025-03,HCP0368,T008,REP008,PROD021,88,132853.6,17080.23,115773.37,Hospital
SALE002156,2025-03-02,2025-03,HCP0128,T008,REP008,PROD010,8,1948.32,183.12,1765.2,Hospital
SALE002157,2025-03-19,2025-03,HCP0116,T008,REP008,PROD015,138,449906.22,55269.12,394637.1,Retail
SALE002158,2025-03-28,2025-03,HCP0140,T008,REP008,PROD022,15,45525.45,3026.78,42498.67,Distributor
SALE002159,2025-03-07,2025-03,HCP0008,T008,REP008,PROD002,49,63920.99,5574.84,58346.15,Retail
SALE002160,2025-03-01,2025-03,HCP0332,T008,REP008,PROD003,52,210259.4,22898.81,187360.59,Retail
SALE002161,2025-03-09,2025-03,HCP0020,T008,REP008,PROD023,34,113386.6,14183.38,99203.22,Distributor
SALE002162,2025-03-01,2025-03,HCP0476,T008,REP008,PROD020,40,171011.2,6109.49,164901.71,Distributor
SALE002163,2025-03-05,2025-03,HCP0164,T008,REP008,PROD019,92,132639.16,12861.41,119777.75,Retail
SALE002164,2025-03-05,2025-03,HCP0032,T008,REP008,PROD021,8,12077.6,714.09,11363.51,Hospital
SALE002165,2025-03-24,2025-03,HCP0357,T009,REP009,PROD021,75,113227.5,16519.45,96708.05,Retail
SALE002166,2025-03-28,2025-03,HCP0153,T009,REP009,PROD002,28,36526.28,4709.42,31816.86,Distributor
SALE002167,2025-03-12,2025-03,HCP0033,T009,REP009,PROD007,22,58113.66,4715.98,53397.68,Hospital
SALE002168,2025-03-01,2025-03,HCP0141,T009,REP009,PROD018,85,272499.8,35925.26,236574.54,Retail
SALE002169,2025-03-21,2025-03,HCP0213,T009,REP009,PROD019,94,135522.62,9661.83,125860.79,Retail
SALE002170,2025-03-01,2025-03,HCP0009,T009,REP009,PROD016,52,11230.96,1745.77,9485.19,Distributor
SALE002171,2025-03-09,2025-03,HCP0357,T009,REP009,PROD021,34,51329.8,1915.41,49414.39,Hospital
SALE002172,2025-03-04,2025-03,HCP0273,T009,REP009,PROD008,44,185512.8,25581.8,159931.0,Distributor
SALE002173,2025-03-20,2025-03,HCP0009,T009,REP009,PROD016,31,6695.38,794.32,5901.06,Distributor
SALE002174,2025-03-31,2025-03,HCP0465,T009,REP009,PROD006,20,73906.6,9518.66,64387.94,Distributor
SALE002175,2025-03-05,2025-03,HCP0345,T009,REP009,PROD015,38,123887.22,15098.24,108788.98,Distributor
SALE002176,2025-03-04,2025-03,HCP0057,T009,REP009,PROD018,30,96176.4,12028.56,84147.84,Hospital
SALE002177,2025-03-09,2025-03,HCP0321,T009,REP009,PROD007,38,100378.14,9928.92,90449.22,Retail
SALE002178,2025-03-26,2025-03,HCP0045,T009,REP009,PROD004,48,117067.68,14462.73,102604.95,Distributor
SALE002179,2025-03-23,2025-03,HCP0249,T009,REP009,PROD021,28,42271.6,4930.26,37341.34,Retail
SALE002180,2025-03-30,2025-03,HCP0225,T009,REP009,PROD006,82,303017.06,21843.56,281173.5,Retail
SALE002181,2025-03-21,2025-03,HCP0261,T009,REP009,PROD004,40,97556.4,14964.36,82592.04,Distributor
SALE002182,2025-03-31,2025-03,HCP0201,T009,REP009,PROD005,60,33515.4,3316.5,30198.9,Retail
SALE002183,2025-03-04,2025-03,HCP0477,T009,REP009,PROD024,11,1406.57,45.84,1360.73,Hospital
SALE002184,2025-03-26,2025-03,HCP0477,T009,REP009,PROD016,31,6695.38,700.43,5994.95,Retail
SALE002185,2025-03-19,2025-03,HCP0429,T009,REP009,PROD010,21,5114.34,381.22,4733.12,Distributor
SALE002186,2025-03-02,2025-03,HCP0333,T009,REP009,PROD002,60,78270.6,6140.5,72130.1,Hospital
